MaCK,SanCK,EPS,PE,ROA,ROE,Beta,KhoiLuongLuuHanh,KhoiLuongNiemYet,CoPhieuQuy,NuocNgoaiSoHuu,VonThiTruong,DoanhThu-ttm(Trieu),LNST-ttm,VonCSH,TongNo,TongTaiSan,,,,
CCP,HASTC,0.01,630.0,5%,7%,2.12,2400000,2400000,0,0,15120000,82886,293,33022,13022,46044,,,,
CCR,HASTC,1.11,22.5,789%,938%,1.74,24501817,24501817,0,12005890,612545425,148007,27126,289111,54885,343995,,,,
CCT,HASTC,0.06,166.7,46%,64%,-0.23,28480000,28480000,0,0,284800000,112829,0,262629,102724,365354,,,,
CCV,HASTC,6.69,3.3,473%,2803%,-0.13,1800000,1800000,0,0,39600000,0,0,42983,211990,254972,,,,
CDC,HOSE,1.12,12.3,299%,968%,1.16,21988719,21988719,0,7696138,302344886,292425,0,255161,571516,826677,,,,
CDG,HASTC,1.32,2.4,795%,978%,0.32,3464995,3464995,0,0,11087984,32373,2374,47756,10958,58714,,,,
CDH,HASTC,1.74,1.8,500%,896%,-0.13,2000000,2000000,0,980000,6200000,0,0,38865,30686,69551,,,,
CDN,HASTC,2.16,12.3,1232%,1458%,1.39,99000000,99000000,0,32143700,2623500000,945155,0,1466024,269377,1735401,,,,
CDO,HASTC,-0.55,-3.6,-542%,-603%,3.09,31504975,31504975,0,9800000,63009950,7221,0,288224,32368,320592,,,,
CDP,HASTC,0.96,13.3,82%,850%,1.67,18270000,18270000,0,0,233856003,2791483,0,206267,1941744,2148011,,,,
CDR,HASTC,0.32,45.0,72%,226%,0.24,1600000,1600000,0,0,23039999,0,0,22812,48966,71778,,,,
CE1,HASTC,0.56,16.1,190%,398%,-0.15,6000000,6000000,0,0,54000000,0,0,84275,92282,176557,,,,
CEC,HASTC,-0.03,-500.0,-4%,-18%,0.00,5977036,5977036,0,1464273,89655540,216052,5533,99632,317780,417412,,,,
CEE,HOSE,1.08,11.2,271%,1033%,1.24,41500000,41500000,0,0,502150016,880964,0,434697,1220990,1655687,,,,
CEG,HASTC,0.58,14.3,70%,169%,0.46,3800000,3800000,0,0,31540001,0,0,130473,186761,317234,,,,
CEN,HASTC,0.20,52.5,42%,62%,2.23,1309200,1309200,0,0,13746600,25020,0,42462,20540,63003,,,,
CEO,HASTC,-0.36,-23.9,-130%,-274%,2.00,257339985,257339985,0,50438637,2213123969,1177919,-93531,3417656,3785346,7203002,,,,
CET,HASTC,0.43,12.8,340%,387%,2.21,6050000,6050000,0,0,33275000,32721,0,67095,9208,76302,,,,
CFC,HASTC,1.81,4.3,889%,1504%,1.34,2443680,2443680,0,1172203,18816336,142872,2589,29458,20360,49818,,,,
CFM,HASTC,-0.16,-53.1,-159%,-168%,1.36,2000000,2000000,0,0,17000000,0,0,19089,1153,20242,,,,
CFPT2012,HASTC,0.00,0.0,0%,0%,0.00,5000000,5000000,0,0,30,0,0,,,,,,,
CFPT2016,HASTC,0.00,0.0,0%,0%,0.00,5000000,5000000,0,0,45,0,0,,,,,,,
CFPT2017,HASTC,0.00,0.0,0%,0%,0.00,2400000,2400000,0,0,16,0,0,,,,,,,
CFPT2101,HASTC,0.00,0.0,0%,0%,0.00,2000000,2000000,0,0,14,0,0,,,,,,,
CFV,HASTC,0.68,31.3,189%,331%,0.00,6256100,6256100,0,0,133254925,224324,0,129520,97266,226785,,,,
CGL,HASTC,0.43,79.1,40%,129%,0.00,1880000,1880000,0,0,63920000,825874,0,66621,139281,205902,,,,
CGV,HASTC,0.01,370.0,10%,12%,2.10,9499956,9499956,0,0,35149838,0,0,84335,19959,104294,,,,
CH5,HASTC,1.57,10.5,338%,800%,0.17,3919073,3919073,0,0,64664704,0,0,76931,104960,181891,,,,
CHC,HASTC,1.99,0.8,530%,1958%,0.10,4624000,4624000,0,0,6936000,0,0,46939,126580,173520,,,,
CHDB2007,HASTC,0.00,0.0,0%,0%,0.00,2000000,2000000,0,0,7,0,0,,,,,,,
CHDB2008,HASTC,0.00,0.0,0%,0%,0.00,3000000,3000000,0,0,6,0,0,,,,,,,
CHDB2101,HASTC,0.00,0.0,0%,0%,0.00,2000000,2000000,0,0,11,0,0,,,,,,,
CHP,HOSE,1501.00,0.0,7%,12%,0.37,146912668,146912668,0,61739760,2600354336,767284,0,1824743,1519550,3344292,,,,
CHPG2014,HASTC,0.00,0.0,0%,0%,0.00,3000000,3000000,0,0,114,0,0,,,,,,,
CHPG2018,HASTC,0.00,0.0,0%,0%,0.00,3000000,3000000,0,0,24,0,0,,,,,,,
CHPG2020,HASTC,0.00,0.0,0%,0%,0.00,1000000,1000000,0,0,44,0,0,,,,,,,
CHPG2022,HASTC,0.00,0.0,0%,0%,0.00,5000000,5000000,0,0,71,0,0,,,,,,,
CHPG2026,HASTC,0.00,0.0,0%,0%,0.00,3000000,3000000,0,0,33,0,0,,,,,,,
CHPG2101,HASTC,0.00,0.0,0%,0%,0.00,2000000,2000000,0,0,19,0,0,,,,,,,
CHPG2102,HASTC,0.00,0.0,0%,0%,0.00,2000000,2000000,0,0,56,0,0,,,,,,,
CHPG2103,HASTC,0.00,0.0,0%,0%,0.00,4000000,4000000,0,0,56,0,0,,,,,,,
CHPG2104,HASTC,0.00,0.0,0%,0%,0.00,2000000,2000000,0,0,18,0,0,,,,,,,
CHPG2105,HASTC,0.00,0.0,0%,0%,0.00,5000000,5000000,0,0,76,0,0,,,,,,,
CHPG2106,HASTC,0.00,0.0,0%,0%,0.00,3000000,3000000,0,0,39,0,0,,,,,,,
CHPG2107,HASTC,0.00,0.0,0%,0%,0.00,4000000,4000000,0,0,28,0,0,,,,,,,
CHPG2108,HASTC,0.00,0.0,0%,0%,0.00,5000000,5000000,0,0,40,0,0,,,,,,,
CHS,HASTC,1.14,9.2,759%,1006%,1.82,28400000,28400000,0,0,298200000,408279,0,321246,104505,425752,,,,
CI5,HASTC,0.06,76.7,22%,70%,2.52,4500000,4500000,0,1307479,20700000,0,0,35659,75601,111261,,,,
CIA,HASTC,-2.28,-5.1,-1238%,-1534%,1.21,19709904,19709904,0,0,228634894,64967,-45000,293317,70132,363449,,,,
CID,HASTC,0.66,9.4,677%,786%,0.84,1082000,1082000,0,516080,6708400,3542,0,9029,1463,10492,,,,
CIG,HOSE,-5.21,-1.3,-2386%,-10576%,2.20,31539947,31539947,0,6585574,209109852,39741,-136780,155413,533454,688868,,,,
CII,HOSE,0.22,73.6,20%,79%,1.17,283168152,283168152,0,134175836,4587324278,6264088,61088,7753745,22201338,29955084,,,,
CIP,HASTC,-3.33,-1.7,-391%,-4999%,2.34,4545000,4545000,0,0,25452000,0,0,30293,356917,387210,,,,
CJC,HASTC,0.54,40.7,180%,503%,0.26,4000000,4000000,0,980000,88000000,193364,0,42933,77137,120070,,,,
CKA,HASTC,5.77,6.1,1284%,2074%,0.83,3286404,3286404,0,0,115024140,0,0,91411,56299,147710,,,,
CKD,HASTC,3.44,8.6,1206%,2208%,1.15,31000000,31000000,0,15190000,914500000,1019755,0,482994,401322,884316,,,,
CKDH2001,HASTC,0.00,0.0,0%,0%,0.00,3000000,3000000,0,0,8,0,0,,,,,,,
CKDH2002,HASTC,0.00,0.0,0%,0%,0.00,3000000,3000000,0,0,13,0,0,,,,,,,
CKDH2101,HASTC,0.00,0.0,0%,0%,0.00,2000000,2000000,0,0,8,0,0,,,,,,,
CKDH2102,HASTC,0.00,0.0,0%,0%,0.00,2000000,2000000,0,0,13,0,0,,,,,,,
CKG,HOSE,1892.00,0.0,3%,15%,1.50,82499731,52499781,0,0,868871335,1331538,156062,930452,4143808,5074260,,,,
CKH,HASTC,-2.31,-1.0,-434%,-506%,0.24,1037626,1037626,0,0,2282777,0,0,47384,7821,55205,,,,
CKV,HASTC,0.09,153.3,24%,42%,0.88,4050000,4050000,0,1984500,55890001,431991,0,84538,61300,145838,,,,
CL-F,HASTC,0.00,0.0,0%,0%,0.00,0,0,0,0,0,0,0,,,,,,,
CLC,HOSE,4.84,6.7,1283%,1684%,0.93,26207583,26207583,0,6420876,846504911,1965516,0,753882,235356,989238,,,,
CLG,HASTC,0.63,1.4,254%,5033%,1.04,21150000,21150000,0,10363500,19034999,141597,15288,26524,498023,524547,,,,
CLH,HASTC,3.53,6.0,1382%,2162%,0.74,12000000,12000000,0,4900000,253200005,713010,0,195721,110461,306182,,,,
CLL,HOSE,2.47,12.5,1187%,1294%,0.78,34000000,34000000,0,16660000,1050599987,393063,83997,649284,39098,707936,,,,
CLM,HASTC,3.90,6.4,394%,2163%,0.86,11008980,11008980,0,5390000,275224500,6517647,0,198576,892415,1090990,,,,
CLW,HOSE,2.02,14.9,586%,1131%,0.69,13000000,13000000,0,6370000,390000000,1172919,0,232247,215859,448105,,,,
CLX,HASTC,1.86,9.1,750%,1256%,1.28,86600000,86600000,0,0,1472200000,506188,161164,1283592,864317,2147909,,,,
CMBB2010,HASTC,0.00,0.0,0%,0%,0.00,3000000,3000000,0,0,56,0,0,,,,,,,
CMBB2101,HASTC,0.00,0.0,0%,0%,0.00,4000000,4000000,0,0,32,0,0,,,,,,,
CMBB2102,HASTC,0.00,0.0,0%,0%,0.00,1800000,1800000,0,0,7,0,0,,,,,,,
CMC,HASTC,0.15,39.3,57%,119%,1.25,4561050,4561050,0,2234914,26910195,71021,0,58853,64492,123345,,,,
CMD,HASTC,4.87,5.6,2048%,3002%,0.67,15000000,15000000,0,0,412500000,1192559,0,243559,113380,356938,,,,
CMF,HASTC,22.05,8.4,1766%,3284%,0.07,8100000,8100000,0,0,1503360049,2176099,166596,543868,467477,1011345,,,,
CMG,HOSE,1.84,19.5,366%,768%,1.13,100158086,100078976,-79110,32997556,3592835391,5288735,184254,2398910,2629969,5028879,,,,
CMI,HASTC,-0.68,-2.4,-337%,770%,0.58,16000000,15002500,0,7840000,24004000,23219,0,-141658,464897,323240,,,,
CMK,HASTC,1.22,6.1,136%,1046%,-0.24,1719094,1719094,0,701963,12893205,161253,3655,20101,134395,154495,,,,
CMN,HASTC,4.61,11.8,882%,1548%,1.98,4800000,4800000,0,0,260639996,556411,11224,142919,107903,250822,,,,
CMP,HASTC,0.39,21.3,182%,348%,-0.24,32405415,32405415,0,15122527,268964951,145770,0,364642,330788,695430,,,,
CMS,HASTC,-0.25,-16.8,-108%,-180%,1.68,17200000,17200000,0,8428000,72239997,220544,-4298,234802,154925,389727,,,,
CMSN2007,HASTC,0.00,0.0,0%,0%,0.00,3000000,3000000,0,0,14,0,0,,,,,,,
CMSN2009,HASTC,0.00,0.0,0%,0%,0.00,3000000,3000000,0,0,12,0,0,,,,,,,
CMSN2101,HASTC,0.00,0.0,0%,0%,0.00,2000000,2000000,0,0,10,0,0,,,,,,,
CMSN2102,HASTC,0.00,0.0,0%,0%,0.00,2000000,2000000,0,0,10,0,0,,,,,,,
CMSN2103,HASTC,0.00,0.0,0%,0%,0.00,2500000,2500000,0,0,24,0,0,,,,,,,
CMT,HASTC,4.20,4.4,592%,1457%,1.95,6566740,7283370,716630,3920000,133285665,543690,0,189474,276711,466186,,,,
CMV,HOSE,2.09,6.7,408%,1023%,1.29,12103912,12103912,0,5930916,168244372,4056107,25342,247695,373690,621386,,,,
CMW,HASTC,0.50,30.2,228%,465%,-0.15,15534900,15534900,0,0,234576996,123642,0,168473,174176,342649,,,,
CMWG2013,HASTC,0.00,0.0,0%,0%,0.00,1000000,1000000,0,0,32,0,0,,,,,,,
CMWG2015,HASTC,0.00,0.0,0%,0%,0.00,5000000,5000000,0,0,20,0,0,,,,,,,
CMWG2016,HASTC,0.00,0.0,0%,0%,0.00,5000000,5000000,0,0,19,0,0,,,,,,,
CMWG2017,HASTC,0.00,0.0,0%,0%,0.00,2400000,2400000,0,0,9,0,0,,,,,,,
CMWG2101,HASTC,0.00,0.0,0%,0%,0.00,5000000,5000000,0,0,23,0,0,,,,,,,
CMWG2102,HASTC,0.00,0.0,0%,0%,0.00,1500000,1500000,0,0,13,0,0,,,,,,,
CMWG2103,HASTC,0.00,0.0,0%,0%,0.00,2000000,2000000,0,0,8,0,0,,,,,,,
CMWG2104,HASTC,0.00,0.0,0%,0%,0.00,2000000,2000000,0,0,22,0,0,,,,,,,
CMWG2105,HASTC,0.00,0.0,0%,0%,0.00,2500000,2500000,0,0,18,0,0,,,,,,,
CMX,HOSE,1.76,7.6,331%,943%,1.51,30408751,30408751,0,6478404,404436394,1357386,35745,568534,1049474,1618009,,,,
CNC,HASTC,3.08,8.1,1255%,2311%,0.95,11364325,11364325,0,4590174,284108125,0,0,151402,127320,278722,,,,
CNG,HOSE,1.89,12.8,529%,976%,0.90,27000000,27000000,0,13230000,654750000,2443730,0,522268,440935,963203,,,,
CNN,HASTC,1.29,15.2,143%,845%,1.76,8800000,8800000,0,2156000,172480003,0,0,134295,656372,790668,,,,
CNT,HASTC,15.52,0.6,1724%,19540%,1.78,7215069,7315069,100000,4825237,64372609,623555,-19269,74052,621565,695616,,,,
CNVL2003,HASTC,0.00,0.0,0%,0%,0.00,5000000,5000000,0,0,38,0,0,,,,,,,
CNVL2101,HASTC,0.00,0.0,0%,0%,0.00,77108,77108,0,0,0,0,0,,,,,,,
CNVL2102,HASTC,0.00,0.0,0%,0%,0.00,3000000,3000000,0,0,0,0,0,,,,,,,
CNY-X,HASTC,0.00,0.0,0%,0%,0.00,0,0,0,0,0,0,0,,,,,,,
COM,HOSE,3.29,13.0,820%,965%,1.05,13384108,13752368,368260,6919107,587913732,2834516,0,455588,80367,535955,http://www.comeco.vn,,,
CPA,HASTC,-1.47,-6.0,-1161%,-1883%,0.02,13627990,13627990,0,0,119926315,48705,0,106149,65941,172090,,,,
CPC,HASTC,2.66,7.4,891%,1297%,0.70,3859850,4081450,221600,2108494,80404568,181393,0,79279,36188,115468,,,,
CPDR2101,HASTC,0.00,0.0,0%,0%,0.00,5000000,5000000,0,0,0,0,0,,,,,,,
CPDR2102,HASTC,0.00,0.0,0%,0%,0.00,5000000,5000000,0,0,0,0,0,,,,,,,
CPH,HASTC,2.06,0.9,806%,1821%,-0.23,4400000,4400000,0,0,8360000,107751,9113,49767,62701,112468,,,,
CPI,HASTC,0.00,0.0,10%,-16%,0.73,36505000,36505000,0,0,120466498,43735,0,-29714,78493,48779,,,,
CPNJ2101,HASTC,0.00,0.0,0%,0%,0.00,5000000,5000000,0,0,17,0,0,,,,,,,
CPNJ2102,HASTC,0.00,0.0,0%,0%,0.00,1500000,1500000,0,0,10,0,0,,,,,,,
CPNJ2103,HASTC,0.00,0.0,0%,0%,0.00,2500000,2500000,0,0,12,0,0,,,,,,,
CPW,HASTC,0.43,4.4,136%,410%,0.47,26875000,26875000,0,0,51062499,499299,0,280843,564958,845801,,,,
CQN,HASTC,1.10,25.7,628%,877%,1.09,75049936,75049936,0,0,2123913132,1849028,0,944130,373962,1318092,,,,
CQT,HASTC,1.54,4.2,478%,2079%,1.81,25000000,25000000,0,0,160000002,671161,0,184884,618522,803407,,,,
CRC,HOSE,0.45,20.3,118%,365%,1.46,15000000,15000000,0,0,137249994,655233,5467,183118,382262,565380,,,,
CRE,HOSE,3.91,12.3,751%,1729%,1.08,95999908,95999908,0,0,4598395740,3878544,375079,2169557,2824427,4993984,,,,
CREE2006,HASTC,0.00,0.0,0%,0%,0.00,5000000,5000000,0,0,15,0,0,,,,,,,
CREE2101,HASTC,0.00,0.0,0%,0%,0.00,4000000,4000000,0,0,16,0,0,,,,,,,
CSBT2007,HASTC,0.00,0.0,0%,0%,0.00,2000000,2000000,0,0,5,0,0,,,,,,,
CSBT2101,HASTC,0.00,0.0,0%,0%,0.00,2000000,2000000,0,0,6,0,0,,,,,,,
CSC,HASTC,2.12,27.6,355%,1238%,1.32,21525000,21525000,0,4900000,1259212500,214874,45705,369265,918456,1287721,,,,
CSI,HASTC,0.83,15.8,813%,818%,0.29,16800000,16800000,0,0,220080006,32554,13990,170947,1073,172020,,,,
CSM,HOSE,0.84,19.2,205%,675%,1.02,103625383,103625925,542,50776968,1668377432,4926551,0,1288793,2958738,4247531,,,,
CST,HASTC,1.34,8.3,151%,780%,1.77,42846773,42846773,0,0,475599197,6526310,0,732076,3081071,3813147,,,,
CSTB2007,HASTC,0.00,0.0,0%,0%,0.00,3000000,3000000,0,0,27,0,0,,,,,,,
CSTB2010,HASTC,0.00,0.0,0%,0%,0.00,3500000,3500000,0,0,30,0,0,,,,,,,
CSTB2014,HASTC,0.00,0.0,0%,0%,0.00,5000000,5000000,0,0,85,0,0,,,,,,,
CSTB2016,HASTC,0.00,0.0,0%,0%,0.00,3000000,3000000,0,0,14,0,0,,,,,,,
CSTB2017,HASTC,0.00,0.0,0%,0%,0.00,2000000,2000000,0,0,13,0,0,,,,,,,
CSTB2101,HASTC,0.00,0.0,0%,0%,0.00,2000000,2000000,0,0,17,0,0,,,,,,,
CSTB2102,HASTC,0.00,0.0,0%,0%,0.00,2000000,2000000,0,0,22,0,0,,,,,,,
CSTB2103,HASTC,0.00,0.0,0%,0%,0.00,5000000,5000000,0,0,41,0,0,,,,,,,
CSTB2104,HASTC,0.00,0.0,0%,0%,0.00,2500000,2500000,0,0,30,0,0,,,,,,,
CSV,HOSE,3859.00,0.0,14%,16%,1.13,44200000,44200000,0,21658000,1255279983,1305922,170555,1041280,205931,1247212,,,,
CT3,HASTC,0.43,20.2,51%,281%,0.97,8000000,8000000,0,3920000,69599998,0,0,121955,547903,669857,,,,
CT5,HASTC,0.50,19.8,78%,476%,-0.24,4400000,4400000,0,0,43559998,0,0,46317,236597,282914,,,,
CT6,HASTC,-0.55,-6.9,-222%,-872%,1.39,6108078,6108078,0,2992958,23210696,148143,0,38695,113474,152170,,,,
CTA,HASTC,-0.85,-1.2,-988%,-1798%,0.85,9430381,8342381,112000,4730646,8342381,0,0,44749,36676,81426,,,,
CTB,HASTC,1.77,15.0,224%,1060%,0.70,13680000,13680000,0,1715000,363888005,391517,0,228720,855254,1083975,,,,
CTC,HASTC,0.01,360.0,4%,10%,0.98,8799926,8799926,0,4311963,31679733,121612,0,119706,198846,318551,,,,
CTCB2012,HASTC,0.00,0.0,0%,0%,0.00,5000000,5000000,0,0,146,0,0,,,,,,,
CTCB2013,HASTC,0.00,0.0,0%,0%,0.00,7000000,7000000,0,0,119,0,0,,,,,,,
CTCB2101,HASTC,0.00,0.0,0%,0%,0.00,1000000,1000000,0,0,24,0,0,,,,,,,
CTCB2102,HASTC,0.00,0.0,0%,0%,0.00,5000000,5000000,0,0,47,0,0,,,,,,,
CTCB2103,HASTC,0.00,0.0,0%,0%,0.00,5000000,5000000,0,0,55,0,0,,,,,,,
CTCB2104,HASTC,0.00,0.0,0%,0%,0.00,2000000,2000000,0,0,20,0,0,,,,,,,
CTCH2001,HASTC,0.00,0.0,0%,0%,0.00,4000000,4000000,0,0,0,0,0,,,,,,,
CTCH2003,HASTC,0.00,0.0,0%,0%,0.00,3000000,3000000,0,0,8,0,0,,,,,,,
CTCH2101,HASTC,0.00,0.0,0%,0%,0.00,2000000,2000000,0,0,6,0,0,,,,,,,
CTCH2102,HASTC,0.00,0.0,0%,0%,0.00,2000000,2000000,0,0,8,0,0,,,,,,,
CTCH2103,HASTC,0.00,0.0,0%,0%,0.00,5000000,5000000,0,0,12,0,0,,,,,,,
CTD,HOSE,5.00,12.0,302%,472%,1.32,79121688,79188344,66656,22960189,4751300640,13642838,395492,8375067,4706705,13081772,,,,
CTF,HOSE,0.26,78.1,103%,230%,0.36,68300000,68300000,0,0,1386489948,5783099,761,775921,952818,1728738,,,,
CTG,HOSE,5.43,6.0,132%,1930%,1.56,3723404556,3723404556,0,1117021366,121010648070,83265757,17768840,91837105,1252147404,1343984509,,,,
CTI,HOSE,1.60,8.8,225%,747%,1.11,62999997,62999997,0,16169998,888299982,960208,100898,1351536,3137952,4489488,,,,
CTN,HASTC,-3.14,-0.5,-181%,2709%,1.22,2783345,4870845,2087500,3284990,8280437,350714,-57768,-24720,531010,506290,,,,
CTP,HASTC,0.13,32.3,74%,107%,2.09,12099992,12099992,0,4900000,50819964,107298,0,149181,67323,216504,,,,
CTR,HASTC,2.29,34.3,824%,2576%,1.62,128776450,128776450,0,0,10108951325,6729267,294488,1143033,2431739,3574772,,,,
CTS,HOSE,2.44,8.3,526%,1760%,1.85,106436576,106436576,0,41027865,2150018916,715829,260055,1477337,3464405,4941742,,,,
CTT,HASTC,2.08,5.0,162%,1521%,0.35,4697351,4697351,0,2301701,49322186,1536767,0,64256,538206,602462,,,,
CTW,HASTC,1.57,5.7,624%,927%,0.80,28000000,28000000,0,0,252000000,303111,43895,473340,230106,703446,,,,
CTX,HASTC,-0.24,-29.2,-89%,-196%,1.38,78907276,78907276,0,12913362,552350932,147245,-19268,983755,1183789,2167545,,,,
CVH,HASTC,1.97,5.1,1131%,1672%,0.26,1280000,1280000,0,0,12928000,0,0,15045,7206,22252,,,,
CVHM2006,HASTC,0.00,0.0,0%,0%,0.00,3000000,3000000,0,0,3,0,0,,,,,,,
CVHM2008,HASTC,0.00,0.0,0%,0%,0.00,3500000,3500000,0,0,8,0,0,,,,,,,
CVHM2010,HASTC,0.00,0.0,0%,0%,0.00,5000000,5000000,0,0,12,0,0,,,,,,,
CVHM2101,HASTC,0.00,0.0,0%,0%,0.00,2000000,2000000,0,0,9,0,0,,,,,,,
CVHM2102,HASTC,0.00,0.0,0%,0%,0.00,5000000,5000000,0,0,22,0,0,,,,,,,
CVHM2103,HASTC,0.00,0.0,0%,0%,0.00,2500000,2500000,0,0,4,0,0,,,,,,,
CVHM2104,HASTC,0.00,0.0,0%,0%,0.00,5000000,5000000,0,0,25,0,0,,,,,,,
CVHM2105,HASTC,0.00,0.0,0%,0%,0.00,2000000,2000000,0,0,11,0,0,,,,,,,
CVHM2106,HASTC,0.00,0.0,0%,0%,0.00,3000000,3000000,0,0,14,0,0,,,,,,,
CVIC2004,HASTC,0.00,0.0,0%,0%,0.00,3000000,3000000,0,0,6,0,0,,,,,,,
CVIC2005,HASTC,0.00,0.0,0%,0%,0.00,3000000,3000000,0,0,7,0,0,,,,,,,
CVIC2101,HASTC,0.00,0.0,0%,0%,0.00,2000000,2000000,0,0,10,0,0,,,,,,,
CVIC2102,HASTC,0.00,0.0,0%,0%,0.00,1500000,1500000,0,0,4,0,0,,,,,,,
CVIC2103,HASTC,0.00,0.0,0%,0%,0.00,3000000,3000000,0,0,0,0,0,,,,,,,
CVJC2004,HASTC,0.00,0.0,0%,0%,0.00,2000000,2000000,0,0,1,0,0,,,,,,,
CVJC2006,HASTC,0.00,0.0,0%,0%,0.00,5000000,5000000,0,0,3,0,0,,,,,,,
CVN,HASTC,1.53,4.9,1151%,1189%,1.43,19799994,19799994,0,1592500,148499955,61730,30335,255075,8544,263619,,,,
CVNM2011,HASTC,0.00,0.0,0%,0%,0.00,5000000,5000000,0,0,2,0,0,,,,,,,
CVNM2101,HASTC,0.00,0.0,0%,0%,0.00,2000000,2000000,0,0,6,0,0,,,,,,,
CVNM2102,HASTC,0.00,0.0,0%,0%,0.00,4000000,4000000,0,0,11,0,0,,,,,,,
CVNM2103,HASTC,0.00,0.0,0%,0%,0.00,3000000,3000000,0,0,7,0,0,,,,,,,
CVNM2104,HASTC,0.00,0.0,0%,0%,0.00,2000000,2000000,0,0,0,0,0,,,,,,,
CVNM2105,HASTC,0.00,0.0,0%,0%,0.00,5000000,5000000,0,0,0,0,0,,,,,,,
CVPB2011,HASTC,0.00,0.0,0%,0%,0.00,5000000,5000000,0,0,72,0,0,,,,,,,
CVPB2015,HASTC,0.00,0.0,0%,0%,0.00,5000000,5000000,0,0,207,0,0,,,,,,,
CVPB2016,HASTC,0.00,0.0,0%,0%,0.00,7000000,7000000,0,0,186,0,0,,,,,,,
CVPB2101,HASTC,0.00,0.0,0%,0%,0.00,3000000,3000000,0,0,46,0,0,,,,,,,
CVPB2102,HASTC,0.00,0.0,0%,0%,0.00,2000000,2000000,0,0,30,0,0,,,,,,,
CVPB2103,HASTC,0.00,0.0,0%,0%,0.00,5000000,5000000,0,0,81,0,0,,,,,,,
CVPB2104,HASTC,0.00,0.0,0%,0%,0.00,2000000,2000000,0,0,23,0,0,,,,,,,
CVRE2009,HASTC,0.00,0.0,0%,0%,0.00,3000000,3000000,0,0,1,0,0,,,,,,,
CVRE2011,HASTC,0.00,0.0,0%,0%,0.00,2500000,2500000,0,0,1,0,0,,,,,,,
CVRE2013,HASTC,0.00,0.0,0%,0%,0.00,5000000,5000000,0,0,38,0,0,,,,,,,
CVRE2014,HASTC,0.00,0.0,0%,0%,0.00,7000000,7000000,0,0,26,0,0,,,,,,,
CVRE2015,HASTC,0.00,0.0,0%,0%,0.00,2000000,2000000,0,0,6,0,0,,,,,,,
CVRE2101,HASTC,0.00,0.0,0%,0%,0.00,2000000,2000000,0,0,6,0,0,,,,,,,
CVRE2102,HASTC,0.00,0.0,0%,0%,0.00,5000000,5000000,0,0,13,0,0,,,,,,,
CVRE2103,HASTC,0.00,0.0,0%,0%,0.00,5000000,5000000,0,0,16,0,0,,,,,,,
CVRE2104,HASTC,0.00,0.0,0%,0%,0.00,2500000,2500000,0,0,11,0,0,,,,,,,
CVT,HOSE,3.20,12.5,841%,1536%,1.13,36690887,36690887,0,19199968,1467635480,1448671,0,763618,630298,1393916,,,,
CX8,HASTC,0.14,55.7,31%,110%,0.50,2223102,2110586,0,910890,16462571,49468,0,27541,71916,99457,,,,
CXH,HASTC,0.23,30.4,62%,204%,0.00,1885306,1885306,0,803335,13197142,0,0,21576,49974,71550,,,,
CYC,HASTC,-1.57,-1.9,-555%,3775%,0.61,9046425,1990530,0,975359,5971590,289430,0,-37563,292873,255310,,,,
D11,HASTC,4.95,5.0,517%,2502%,1.32,6551965,6551965,0,2140308,162488727,177512,0,129647,497590,627238,,,,
D2D,HOSE,8.82,5.7,1348%,2622%,1.25,30214726,30259742,45016,5243000,1522065000,364253,0,1016503,960436,1976938,,,,
DAC,HASTC,-2.75,-3.5,-1223%,-3372%,1.98,1004974,1004974,0,436269,9647751,41954,0,8187,14390,22577,,,,
DAD,HASTC,2.92,6.0,1323%,1795%,0.98,4976000,4988000,12000,2450000,86791198,201306,0,80920,28883,109804,,,,
DAE,HASTC,3.28,6.2,1156%,1396%,0.83,1498680,1498680,0,734353,30573071,54427,0,35191,7313,42504,,,,
DAG,HOSE,0.23,23.0,60%,172%,1.18,51795085,51795085,0,16291076,274513960,2090014,0,679879,1274490,1954369,,,,
DAH,HOSE,-0.90,-8.7,-506%,-952%,1.98,34200000,34200000,0,0,267101998,13358,0,322783,285103,607886,,,,
DAP,HASTC,10.95,3.4,834%,1594%,2.32,1680000,1680000,0,792200,62496001,0,0,115411,105241,220651,,,,
DAR,HASTC,0.35,17.1,114%,262%,1.25,6500000,6500000,0,0,39000000,0,0,87178,112618,199795,,,,
DAS,HASTC,0.31,48.7,107%,252%,1.40,4200000,4200000,0,2058000,63420002,62226,-2353,50969,69167,120136,,,,
DAT,HOSE,1.28,15.1,377%,896%,1.65,46005413,46005413,0,18669000,887904436,2371976,0,657715,904559,1562274,,,,
DBC,HOSE,13.52,3.8,1348%,3128%,1.55,104763911,104763911,0,36892079,5395341416,10478693,0,4529060,5977443,10506503,,,,
DBD,HOSE,3.01,13.9,1043%,1536%,0.48,52379000,52379000,0,0,2189442160,1262279,0,1025281,484112,1509393,,,,
DBH,HASTC,0.90,9.2,633%,822%,0.34,2200000,2200000,0,1078000,18260000,0,0,23971,7164,31134,,,,
DBM,HASTC,2.31,12.3,687%,1109%,1.89,2912382,2912382,0,491928,82420408,295833,3387,60548,37201,97748,,,,
DBT,HOSE,0.25,53.6,41%,148%,1.37,14205116,14205116,0,3772905,190348549,824926,3492,236198,608818,845016,,,,
DBW,HASTC,0.41,24.4,68%,161%,0.00,39320100,39320100,0,0,393201000,264238,14313,992564,1338467,2331031,,,,
